Each;search;id;author;year;journal;title;select;species;strain;strainGrouped;origin;sex;model;mTime;mTimeStart;mTimeEnd;mHours;mHoursAve;mCage;mCageGrouped;mLD;mLDGrouped;mRepetition;mControlGrouped;mDetails;hit2Grouped;hit2Ccomment;nest;testAuthor;testAuthorGrouped;waterTcate;waterT;testDetail;testLength;testHab;testLD;testLDGrouped;ageRange;ageWeek;exclude;varAuthor;varAuthorGrouped;freezingType;retentionInMin;retention;retentionGrouped;direction;directionGrouped;directionAnalysis;dataFrom;effectSizeCorrection;cut_nC;n_notRetriev;nC;meanC;sdC;seC;nE;meanE;sdE;seE;dataType;seqGeneration;baseline;allocation;housing;blindExp;control;outAss;outBlind;incData;;
1384;W;24845854;"Haghighat, A; Mohammadi, R; Amini, K";2014;CURRENT NEUROVASCULAR RESEARCH;Transplantation of Undifferentiated Bone-marrow Stromal Cells into a Vein Graft Accelerates Sciatic Nerve Regeneration in Streptozotocin Induced Diabetic Rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1254;W;24847229;"Campese, VD; Kim, J; Lazaro-Munoz, G; Pena, L; LeDoux, JE; Cain, CK";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;Lesions of lateral or central annygdala abolish aversive Pavlovian-to-instrumental transfer in rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1246;W;24848635;"Daros, RR; Costa, JHC; von Keyserlingk, MAG; Hotzel, MJ; Weary, DM";2014;PLOS ONE;Separation from the Dam Causes Negative Judgement Bias in Dairy Calves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1220;W;24857720;"Mogi, K; Ooyama, R; Nagasawa, M; Kikusui, T";2014;PHYSIOLOGY & BEHAVIOR;Effects of neonatal oxytocin manipulation on development of social behaviors in mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;W;24857721;"Borniger, JC; McHenry, ZD; Salloum, BAA; Nelson, RJ";2014;PHYSIOLOGY & BEHAVIOR;Exposure to dim light at night during early development increases adult anxiety-like responses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;W;24861517;"Chang, HA; Liu, YP; Tung, CS; Chang, CC; Tzeng, NS; Huang, SY";2014;NEUROSCIENCE LETTERS;Effects of REM sleep deprivation on sensorimotor gating and startle habituation in rats: Role of social isolation in early development;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;W;24861710;"Cromwell, HC; Atchley, RM";2015;BEHAVIOURAL BRAIN RESEARCH;Influence of emotional states on inhibitory gating: Animals models to clinical neurophysiology;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098;W;24862368;"Dong, HX; Wang, S; Zeng, ZL; Li, F; Montalvo-Ortiz, J; Tucker, C; Akhtar, S; Shi, JS; Meltzer, HY; Rice, KC; Csernansky, JG";2014;PSYCHOPHARMACOLOGY;Effects of corticotrophin-releasing factor receptor 1 antagonists on amyloid-beta and behavior in Tg2576 mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1187;W;24878249;"Smith, MA; Lacy, RT; Strickland, JC";2014;DRUG AND ALCOHOL DEPENDENCE;The effects of social learning on the acquisition of cocaine self-administration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1185;W;24881561;"Sandini, TM; Udo, MSB; Reis-Silva, TM; Bernardi, MM; Spinosa, HDS";2014;INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE;Prenatal exposure to integerrimine N-oxide impaired the maternal care and the physical and behavioral development of offspring rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190;W;24882159;"Koppensteiner, P; Aizawa, S; Yamada, D; Kabuta, T; Boehm, S; Wada, K; Sekiguchi, M";2014;PSYCHONEUROENDOCRINOLOGY;Age-dependent sensitivity to glucocorticoids in the developing mouse basolateral nucleus of the amygdala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1152;W;24886779;"Menshanov, PN; Bannova, AV; Dygalo, NN";2014;BEHAVIOURAL BRAIN RESEARCH;Dexamethasone suppresses the locomotor response of neonatal rats to novel environment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1226;W;24888963;"Mirzaa, GM; Poduri, A";2014;AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS;Megalencephaly and hemimegalencephaly: Breakthroughs in molecular etiology;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1156;W;24889499;"Price, AK; Bridges, RS";2014;DEVELOPMENTAL PSYCHOBIOLOGY;The Effects of Bromocriptine Treatment During Early Pregnancy on Postpartum Maternal Behaviors in Rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224;W;24892749;"Rich, ME; deCardenas, EJ; Lee, HJ; Caldwell, HK";2014;PLOS ONE;Impairments in the Initiation of Maternal Behavior in Oxytocin Receptor Knockout Mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1169;W;24892833;"Anaya-Eugenio, GD; Rivero-Cruz, I; Rivera-Chavez, J; Mata, R";2014;JOURNAL OF ETHNOPHARMACOLOGY;Hypoglycemic properties of some preparations and compounds from Artemisia ludoviciana Nutt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4777;W;24896718;SANDNABBA, NK;1993;BEHAVIOURAL PROCESSES;FEMALE AGGRESSION DURING GESTATION AND LACTATION IN 2 STRAINS OF MICE SELECTED FOR ISOLATION-INDUCED INTERMALE AGGRESSION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4653;W;24897251;SANDNABBA, NK;1995;BEHAVIOURAL PROCESSES;PREDATORY BEHAVIOR IN FEMALES OF 2 STRAINS OF MICE SELECTIVELY BRED FOR ISOLATION-INDUCED INTERMALE AGGRESSION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8878;P;24897322;Davies VA, Kemble ED.;1983;Behav Processes;Social play behaviours and insect predation in northern grasshopper mice (Onychomys leucogaster).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8672;P;24897671;Misslin R, Belzung C, Vogel E.;1989;Behav Processes;Behavioural validation of a light/dark choice procedure for testing anti-anxiety agents.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;W;24897933;"Segura, B; Melo, AI; Fleming, AS; Mendoza-Garrido, ME; del Pliego, MG; Aguirre-Benitez, EL; Hernandez-Falcon, J; Jimenez-Estrada, I";2014;DEVELOPMENTAL NEUROBIOLOGY;Early Social Isolation Provokes Electrophysiological and Structural Changes in Cutaneous Sensory Nerves of Adult Male Rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240;W;24901662;"da Silva, MC; de Souza, JA; dos Santos, LO; Pinheiro, IL; Borba, TKF; da Silva, AAM; de Castro, RM; de Souza, SL";2014;JOURNAL OF DEVELOPMENTAL ORIGINS OF HEALTH AND DISEASE;Effects of maternal separation on the dietary preference and behavioral satiety sequence in rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1245;W;24904343;"Roque, S; Mesquita, AR; Palha, JA; Souse, N; Correia-Neves, M";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;The behavioral and immunological impact of maternal separation: a matter of timing;1;rat;wistar;wistar;M;M;M;P2-P15;2;15;6;6;NS;NS;L;L;RP;AFR;rats mixed on the day of delivery, litters culled to 8 equal ratio M:F;0;;a;forced swim test;FST;notApplicable;notApplicable;10min pretest session followed 24h later by a 5min session. Water 25C;5min;;L;L;m3;12;;immobility day2;immobilityMem;notApplicable;1440;24h;long;increase;increase;ANOVA;ruler;;;;15;211;;19;16;255;;12;count;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1245;W;24904343;"Roque, S; Mesquita, AR; Palha, JA; Souse, N; Correia-Neves, M";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;The behavioral and immunological impact of maternal separation: a matter of timing;1;rat;wistar;wistar;M;M;M;P7-P20;7;20;6;6;NS;NS;L;L;RP;AFR;rats mixed on the day of delivery, litters culled to 8 equal ratio M:F;0;;b;forced swim test;FST;notApplicable;notApplicable;10min pretest session followed 24h later by a 5min session. Water 25C;5min;;L;L;m3;12;;immobility day2;immobilityMem;notApplicable;1440;24h;long;ns;ns;ANOVA;ruler;;;;15;211;;19;16;213;;9;count;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1245;W;24904343;"Roque, S; Mesquita, AR; Palha, JA; Souse, N; Correia-Neves, M";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;The behavioral and immunological impact of maternal separation: a matter of timing;1;rat;wistar;wistar;M;M;M;P2-P15;2;15;6;6;NS;NS;L;L;RP;AFR;rats mixed on the day of delivery, litters culled to 8 equal ratio M:F;0;;a;open field;OF;notApplicable;notApplicable;;5min;;L;L;m3;12;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;decrease;decrease;ANOVA;ruler;;1;;16;267;;40;15;154;;24;percentage;Y;NS;NS;NS;Y;Y;C;C;NS;;
1245;W;24904343;"Roque, S; Mesquita, AR; Palha, JA; Souse, N; Correia-Neves, M";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;The behavioral and immunological impact of maternal separation: a matter of timing;1;rat;wistar;wistar;M;M;M;P7-P20;7;20;6;6;NS;NS;L;L;RP;AFR;rats mixed on the day of delivery, litters culled to 8 equal ratio M:F;0;;b;open field;OF;notApplicable;notApplicable;;5min;;L;L;m3;12;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;ns;ns;ANOVA;ruler;;1;;16;267;;40;15;206;;24;percentage;Y;NS;NS;NS;Y;Y;C;C;NS;;
1245;W;24904343;"Roque, S; Mesquita, AR; Palha, JA; Souse, N; Correia-Neves, M";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;The behavioral and immunological impact of maternal separation: a matter of timing;1;rat;wistar;wistar;M;M;M;P2-P15;2;15;6;6;NS;NS;L;L;RP;AFR;rats mixed on the day of delivery, litters culled to 8 equal ratio M:F;;;a;open field;OF;;;;5min;;L;L;m3;12;1;total distance;distance;notApplicable;;notApplicable;;ns;ns;ANOVA;;;;;;;;;;;;;count;Y;NS;NS;NS;Y;Y;C;C;NS;;
1245;W;24904343;"Roque, S; Mesquita, AR; Palha, JA; Souse, N; Correia-Neves, M";2014;FRONTIERS IN BEHAVIORAL NEUROSCIENCE;The behavioral and immunological impact of maternal separation: a matter of timing;1;rat;wistar;wistar;M;M;M;P7-P20;7;20;6;6;NS;NS;L;L;RP;AFR;rats mixed on the day of delivery, litters culled to 8 equal ratio M:F;;;b;open field;OF;;;;5min;;L;L;m3;12;1;total distance;distance;notApplicable;;notApplicable;;ns;ns;ANOVA;;;;;;;;;;;;;count;Y;NS;NS;NS;Y;Y;C;C;NS;;
1153;W;24906193;"Lomanowska, AM; Kraemer, GW";2014;BEHAVIOURAL BRAIN RESEARCH;Increased behavioral output but intact goal-directed and habitual responding for food reward following early-life social deprivation in rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1201;W;24909656;"Ye, Y; Fang, F; Li, Y";2014;JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;Isolation of the Sapogenin from Defatted Seeds of Camellia oleifera and Its Neuroprotective Effects on Dopaminergic Neurons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;W;24909899;"Le Dantec, Y; Hache, G; Guilloux, JP; Guiard, BP; David, DJ; Adrien, J; Escourrou, P";2014;NEUROSCIENCE;NREM SLEEP HYPERSOMNIA AND REDUCED SLEEP/WAKE CONTINUITY IN A NEUROENDOCRINE MOUSE MODEL OF ANXIETY/DEPRESSION BASED ON CHRONIC CORTICOSTERONE ADMINISTRATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6031;P;24915803;Shair HN.;2014;Dev Psychobiol;Parental potentiation of vocalization as a marker for filial bonds in infant animals.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4901;W;24923801;HOLE, G;1991;BEHAVIOURAL PROCESSES;THE EFFECTS OF SOCIAL DEPRIVATION ON LEVELS OF SOCIAL PLAY IN THE LABORATORY RAT RATTUS-NORVEGICUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4837;W;24924788;"HALPERIN, JRP; DUNHAM, DW; YE, S";1992;BEHAVIOURAL PROCESSES;SOCIAL-ISOLATION INCREASES SOCIAL DISPLAY AFTER PRIMING IN BETTA-SPLENDENS BUT DECREASES AGGRESSIVE READINESS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8779;P;24925189;D'Amato FR.;1986;Behav Processes;Time budgets and behavioural synchronization in aggregated and isolated male and female mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8705;P;24925707;Schiffelers MJ, Timmermans PJ.;1988;Behav Processes;Role of dam and pups in the absence of nursing in CPB-B rats (rattus norvegicus).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8943;P;24925818;Dalrymple-Alford JC, Benton D.;1981;Behav Processes;The effect of social isolation of the rat on open field activity and emergence.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138;W;24927995;"Penteado, SHW; Teodorov, E; Kirsten, TB; Eluf, BP; Reis-Silva, TM; Acenjo, MK; de Melo, RC; Suffredini, IB; Bernardi, MM";2014;EUROPEAN JOURNAL OF PHARMACOLOGY;Prenatal lipopolysaccharide disrupts maternal behavior, reduces nest odor preference in pups, and induces anxiety: Studies of F1 and F2 generations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149;W;24930801;"Zalosnik, MI; Pollano, A; Trujillo, V; Suarez, MM; Durando, PE";2014;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;Effect of maternal separation and chronic stress on hippocampal-dependent memory in young adult rats: evidence for the match-mismatch hypothesis;1;rat;wistar;wistar;NS;M;M;P1-P21;1;21;4.5;4.5;HC;HC;L;L;RP;AFR;culled litters to 10 pups.;0;;a;contextual fear conditioning;fearConditioning;notApplicable;notApplicable;day 1 (acquisition): animal left in box for 3min to explore (preconditioning). Next, 4 electric shocks (intensity .41mA for 2s) separated by intervals of 64s (conditioning). Finally, animal left in the box for 3 min with no electrical stimulus (post-conditioning. Retention = 24h. Day2: contextual memory retrieval was assessed. Animals re-exposed to the same environment for 8 min without electric shock. Index of contextual learning = % freezing during preconditioning, conditioning, postconditioning, retrieval memory.;3min;1;L;L;P77;11;;freezing (%) postconditioning;freezing0h;afterShockContext;;0h;notApplicable;ns;ns;ANOVA;ruler;;;;13;378;;39;13;348;;34;percentage;Y;Y;NS;NS;Y;Y;NS;Y;NS;;
1149;W;24930801;"Zalosnik, MI; Pollano, A; Trujillo, V; Suarez, MM; Durando, PE";2014;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;Effect of maternal separation and chronic stress on hippocampal-dependent memory in young adult rats: evidence for the match-mismatch hypothesis;1;rat;wistar;wistar;NS;M;M;P1-P21;1;21;4.5;4.5;HC;HC;L;L;RP;AFR;culled litters to 10 pups.;0;;a;contextual fear conditioning;fearConditioning;notApplicable;notApplicable;day 1 (acquisition): animal left in box for 3min to explore (preconditioning). Next, 4 electric shocks (intensity .41mA for 2s) separated by intervals of 64s (conditioning). Finally, animal left in the box for 3 min with no electrical stimulus (post-conditioning. Retention = 24h. Day2: contextual memory retrieval was assessed. Animals re-exposed to the same environment for 8 min without electric shock. Index of contextual learning = % freezing during preconditioning, conditioning, postconditioning, retrieval memory.;8min;1;L;L;P77;11;;freezing (%) retrieval (24h);freezingMem;recallContext;1440;24h;long;ns;ns;ANOVA;ruler;;;;13;348;;65;13;262;;60;percentage;Y;Y;NS;NS;Y;Y;NS;Y;NS;;
1149;W;24930801;"Zalosnik, MI; Pollano, A; Trujillo, V; Suarez, MM; Durando, PE";2014;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;Effect of maternal separation and chronic stress on hippocampal-dependent memory in young adult rats: evidence for the match-mismatch hypothesis;1;rat;wistar;wistar;NS;M;M;P1-P21;1;21;4.5;4.5;HC;HC;L;L;RP;AFR;culled litters to 10 pups.;1;chronic variable stress from P50 to P76;b;contextual fear conditioning;fearConditioning;notApplicable;notApplicable;day 1 (acquisition): animal left in box for 3min to explore (preconditioning). Next, 4 electric shocks (intensity .41mA for 2s) separated by intervals of 64s (conditioning). Finally, animal left in the box for 3 min with no electrical stimulus (post-conditioning. Retention = 24h. Day2: contextual memory retrieval was assessed. Animals re-exposed to the same environment for 8 min without electric shock. Index of contextual learning = % freezing during preconditioning, conditioning, postconditioning, retrieval memory.;3min;1;L;L;P77;11;;freezing (%) postconditioning;freezing0h;afterShockContext;;0h;notApplicable;increase;increase;ANOVA;ruler;;;;10;230;;67;10;411;;28;percentage;Y;Y;NS;NS;Y;Y;NS;Y;NS;;
1149;W;24930801;"Zalosnik, MI; Pollano, A; Trujillo, V; Suarez, MM; Durando, PE";2014;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;Effect of maternal separation and chronic stress on hippocampal-dependent memory in young adult rats: evidence for the match-mismatch hypothesis;1;rat;wistar;wistar;NS;M;M;P1-P21;1;21;4.5;4.5;HC;HC;L;L;RP;AFR;culled litters to 10 pups.;1;chronic variable stress from P50 to P76;b;contextual fear conditioning;fearConditioning;notApplicable;notApplicable;day 1 (acquisition): animal left in box for 3min to explore (preconditioning). Next, 4 electric shocks (intensity .41mA for 2s) separated by intervals of 64s (conditioning). Finally, animal left in the box for 3 min with no electrical stimulus (post-conditioning. Retention = 24h. Day2: contextual memory retrieval was assessed. Animals re-exposed to the same environment for 8 min without electric shock. Index of contextual learning = % freezing during preconditioning, conditioning, postconditioning, retrieval memory.;8min;1;L;L;P77;11;;freezing (%) retrieval (24h);freezingMem;recallContext;1440;24h;long;ns;ns;ANOVA;ruler;;;;10;151;;35;10;300;;69;percentage;Y;Y;NS;NS;Y;Y;NS;Y;NS;;
1383;W;24940813;"Bodensteiner, KJ; Christianson, N; Siltumens, A; Krzykowski, J";2014;JOURNAL OF GENERAL PSYCHOLOGY;Effects of Early Maternal Separation on Subsequent Reproductive and Behavioral Outcomes in Male Rats;1;rat;wistar;wistar;M;M;M;P1-P14;1;14;3;3;NC;NC;L;L;RP;AFR;culled to 10 pups, males between 3 and6, from P1-P7 heating pad for temperature at 31C;0;;a;resident intruder test;RIT;notApplicable;notApplicable;unfamiliar age-matched conspecific was placed into test subject's homecage. Following aggressive behaviours scored: latency to attack, number of attacks, lateral threat, offensive upright, mutual upright, keep down. Social an dother behaviours were also scored.;10min;;D;D;w15-w17;16;;total aggressive behaviour;totalAggressive;notApplicable;;notApplicable;notApplicable;;notApplicable;;ruler;;;;10;292;;69;12;275;;90;count;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1123;W;24942097;"Mohammadi, R; Vahabzadeh, B; Amini, K";2014;JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY;Sciatic nerve regeneration induced by transplantation of in vitro bone marrow stromal cells into an inside-out artery graft in rat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1204;W;24942324;"Ago, Y; Takuma, K; Matsuda, T";2014;JOURNAL OF PHARMACOLOGICAL SCIENCES;The Potential Role of Serotonin(1A) Receptors in Post-weaning Social Isolation-Induced Abnormal Behaviors in Rodents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1095;W;24945924;"Ko, MC; Hung, YH; Ho, PY; Yang, YL; Lu, KT";2014;INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY;Neonatal glucocorticoid treatment increased depression-like behaviour in adult rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181;W;24946696;"Howell, KR; Pillai, A";2014;EUROPEAN NEUROPSYCHOPHARMACOLOGY;Effects of prenatal hypoxia on schizophrenia-related phenotypes in heterozygous reeler mice: A gene x environment interaction study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6036;P;24948855;Kannan S, Manickam S, RajaMohammed MA.;2014;J Ayurveda Integr Med;Anxiolytic, sedative, and hypnotic activities of aqueous extract of Morinda citrifolia fruit.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161;W;24954074;"Marriott, AL; Tasker, RA; Ryan, CL; Doucette, TA";2014;NEUROSCIENCE LETTERS;Neonatal domoic acid abolishes latent inhibition in male but not female rats and has differential interactions with social isolation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1175;W;24956172;"Hamilton, KR; Elliott, BM; Berger, SS; Grunberg, NE";2014;EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY;Environmental Enrichment Attenuates Nicotine Behavioral Sensitization in Male and Female Rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6345;P;24961311;Brenhouse HC, Lukkes JL, Andersen SL.;2013;Brain Sci;Early life adversity alters the developmental profiles of addiction-related prefrontal cortex circuitry.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1129;W;24973664;"Toro-Velasquez, PA; Bicego, KC; Mortola, JP";2014;COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY;Chicken hatchlings prefer ambient temperatures lower than their thermoneutral zone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1130;W;24974003;"Poirier, GL; Imamura, N; Zanoletti, O; Sandi, C";2014;JOURNAL OF PSYCHIATRIC RESEARCH;Social deficits induced by peripubertal stress in rats are reversed by resveratrol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;W;24976767;"Yoon, SH; Kirn, BH; Ye, SK; Kim, MH";2014;KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY;Chronic Non-Social Stress Affects Depressive Behaviors But Not Anxiety in Mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;W;24978936;"Hummos, A; Franklin, CC; Nair, SS";2014;HIPPOCAMPUS;Intrinsic Mechanisms Stabilize Encoding and Retrieval Circuits Differentially in a Hippocampal Network Model;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100;W;24981046;"Dankoski, EC; Agster, KL; Fox, ME; Moy, SS; Wightman, RM";2014;NEUROPSYCHOPHARMACOLOGY;Facilitation of Serotonin Signaling by SSRIs is Attenuated by Social Isolation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;W;24983406;"Montserrat-de La Paz, S; Garcia-Gimenez, MD; Angel-Martin, M; Fernandez-Arche, A";2015;MODERN RHEUMATOLOGY;Validation and additional support for an experimental animal model of fibromyalgia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6043;P;24986379;Branchi I, Cirulli F.;2014;Dev Psychobiol;Early experiences: building up the tools to face the challenges of adult life.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
